id,x0,y0,x1,y1,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99,f100,f101,f102,f103,f104,f105,f106,f107,f108,f109,f110,f111,f112,f113,f114,f115,f116,f117,f118,f119,f120,f121,f122,f123,f124,f125,f126,f127
0,98,532,122,553,0.7957543134689331,-0.2297014743089676,0.36505958437919617,1.3549392223358154,-0.12160753458738327,0.13014499843120575,-0.21360987424850464,0.05644349753856659,-0.17521022260189056,-0.08599422872066498,0.1046583354473114,-0.24779391288757324,-0.045621585100889206,1.4854021072387695,0.31466397643089294,-0.12484386563301086,-0.20849651098251343,0.5177406072616577,-0.22574515640735626,0.025518540292978287,1.0787229537963867,0.9080057740211487,0.8337988257408142,-0.013882018625736237,-0.05499648302793503,0.5347353219985962,-0.2344304323196411,-0.24443143606185913,0.8356795310974121,1.2714104652404785,-0.052473511546850204,-0.24708782136440277,-0.2378278374671936,0.3156457543373108,-0.07039077579975128,0.22843675315380096,0.12917783856391907,1.1470837593078613,0.26060935854911804,-0.16610687971115112,0.5353313684463501,0.47837385535240173,0.11686746031045914,0.6422184109687805,-0.19927793741226196,0.46101176738739014,0.0505569726228714,1.1486873626708984,0.7385594844818115,0.6287829875946045,-0.06633248925209045,0.08260393142700195,0.7947334051132202,-0.11616747081279755,0.1194252222776413,-0.18718630075454712,0.1156759113073349,0.9348779916763306,0.6263564229011536,-0.2503143548965454,0.1803629994392395,0.27585843205451965,0.40104755759239197,0.8239073753356934,0.7324934005737305,0.329245001077652,-0.1696920096874237,0.7274875044822693,1.4502568244934082,0.22058483958244324,0.4136505722999573,0.2873401343822479,0.23895373940467834,0.3982568681240082,-0.14909642934799194,0.14091098308563232,1.3332642316818237,1.2218087911605835,1.1185334920883179,-0.1522299349308014,0.17529135942459106,0.14062263071537018,-0.22646915912628174,-0.2011561095714569,0.2293974757194519,-0.13445600867271423,-0.2320224791765213,-0.1950492262840271,0.6697076559066772,-0.2682371139526367,0.7862718105316162,0.25295591354370117,1.9676047563552856,-0.03562614321708679,-0.25593504309654236,0.1034797728061676,-0.1403333842754364,-0.14611519873142242,-0.024005427956581116,-0.20888455212116241,-0.1333913654088974,0.19444753229618073,0.14967873692512512,0.14202019572257996,2.2993323802948,0.5420786142349243,0.19097286462783813,0.03184078633785248,-0.058305319398641586,-0.04439157247543335,1.5153738260269165,0.6350798010826111,-0.23157469928264618,0.6057997941970825,-0.15881489217281342,0.5725054144859314,0.07274177670478821,0.3153510093688965,0.6284058094024658,0.6872426271438599,-0.1267794370651245,0.665471076965332,-0.14462988078594208,-0.06226171925663948,0.20393410325050354,-0.2591578960418701,0.2357533574104309,-0.10004159063100815
