id,x0,y0,x1,y1,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99,f100,f101,f102,f103,f104,f105,f106,f107,f108,f109,f110,f111,f112,f113,f114,f115,f116,f117,f118,f119,f120,f121,f122,f123,f124,f125,f126,f127
0,440,661,452,673,-0.1692737191915512,-0.1257522851228714,0.11554329842329025,1.2285128831863403,-0.03499992564320564,-0.2188522219657898,-0.21020080149173737,-0.2752775549888611,-0.15778173506259918,-0.2246837317943573,1.037597417831421,-0.2510013282299042,-0.2784414291381836,3.5915215015411377,-0.20629766583442688,-0.22104474902153015,-0.003954083658754826,-0.03529719263315201,0.9637099504470825,-0.2681090831756592,-0.2709701657295227,-0.25851836800575256,-0.2695046663284302,-0.2782420217990875,0.8722252249717712,-0.18598146736621857,-0.14062412083148956,-0.19566582143306732,-0.2604548931121826,-0.27677199244499207,-0.17946143448352814,-0.06615789234638214,-0.2254461795091629,0.7179915308952332,-0.2773149013519287,-0.2527978718280792,0.06881025433540344,-0.15665389597415924,-0.21968579292297363,-0.14282135665416718,-0.1992424577474594,0.2735888659954071,1.335941195487976,-0.14764191210269928,-0.20234626531600952,-0.24267476797103882,-0.16935469210147858,1.0559782981872559,5.9093780517578125,1.6120527982711792,-0.07997413724660873,-0.27071699500083923,-0.21240173280239105,-0.20265664160251617,-0.2245330512523651,-0.03351718187332153,-0.2586478292942047,0.9625265598297119,1.0687816143035889,-0.042392294853925705,1.8037099838256836,0.01938207820057869,0.24322940409183502,-0.2349175214767456,0.39617568254470825,-0.27803489565849304,-0.27604398131370544,-0.2108784168958664,-0.27787041664123535,0.5825250744819641,-0.09115426242351532,-0.11576107889413834,-0.272405207157135,-0.05944553390145302,0.018186746165156364,-0.24484239518642426,-0.2783210873603821,-0.20482146739959717,-0.1622818112373352,-0.04653628543019295,0.2579199969768524,-0.24634753167629242,-0.2767971456050873,-0.239136204123497,-0.20061741769313812,-0.044530246406793594,-0.06552381813526154,-0.1700371950864792,-0.2635306119918823,-0.24763326346874237,-0.2690386176109314,0.43439728021621704,-0.2702397406101227,-0.05304138734936714,-0.1673162579536438,-0.13779418170452118,-0.27312564849853516,-0.12409189343452454,1.481907844543457,-0.222212016582489,-0.21556133031845093,-0.12898825109004974,0.1171681210398674,0.13252289593219757,-0.11987253278493881,1.9470298290252686,-0.261508584022522,-0.23890207707881927,-0.2595254182815552,0.06220187246799469,-0.22644633054733276,-0.26873910427093506,-0.2615700364112854,-0.2226705402135849,-0.1967843770980835,-0.24090982973575592,2.1858978271484375,1.1189922094345093,-0.16923710703849792,-0.22311407327651978,0.06790721416473389,0.15811578929424286,-0.16193720698356628,0.5007046461105347,-0.019327139481902122,-0.21093283593654633,-0.13513581454753876,-0.2746718227863312
1,411,671,424,683,-0.0328792966902256,-0.22978298366069794,0.1360306441783905,0.9421281814575195,-0.0836319848895073,-0.2587432563304901,-0.2744302749633789,-0.2633756995201111,-0.2777387201786041,-0.20098404586315155,0.7470570206642151,-0.18015073239803314,0.2916145324707031,-0.11107923835515976,-0.266935795545578,-0.22870618104934692,-0.2671663165092468,-0.20910166203975677,-0.17621921002864838,-0.26341837644577026,-0.02519124187529087,-0.06238876283168793,0.5779417753219604,0.34517669677734375,-0.05039634928107262,-0.265255331993103,-0.24705922603607178,-0.2683297097682953,-0.2774204909801483,-0.07690376788377762,-0.27323824167251587,-0.117373026907444,0.43591487407684326,1.0436097383499146,-0.18954998254776,-0.2772846519947052,-0.21997597813606262,0.17290052771568298,-0.27280429005622864,-0.2611287534236908,-0.23912855982780457,-0.21594256162643433,-0.174430713057518,0.5668399930000305,1.8444801568984985,-0.27655699849128723,-0.2734878957271576,1.4730280637741089,0.1222582459449768,-0.2029552161693573,-0.2206999808549881,-0.24887734651565552,0.29424744844436646,-0.26545649766921997,-0.12948010861873627,-0.09916438907384872,-0.27566465735435486,0.6147957444190979,0.421917200088501,-0.0932246670126915,0.2676686942577362,0.8783142566680908,0.5101401209831238,-0.22954006493091583,-0.17551416158676147,0.03030044585466385,-0.004712380934506655,-0.27314087748527527,0.2979108691215515,-0.1606980562210083,1.6514835357666016,-0.27839258313179016,-0.278084933757782,1.6698668003082275,-0.2525404691696167,-0.2698555290699005,-0.13854242861270905,-0.27606621384620667,-0.2776809632778168,-0.12898282706737518,-0.06817591935396194,-0.2780446410179138,-0.2546187937259674,-0.27838313579559326,-0.27508896589279175,-0.27773499488830566,-0.20115363597869873,-0.05201336741447449,0.39009204506874084,-0.27553263306617737,-0.27515584230422974,0.46724405884742737,-0.009003239683806896,-0.27510055899620056,-0.27369019389152527,-0.2507155239582062,-0.21842114627361298,0.9753451943397522,-0.18411797285079956,0.2519068717956543,0.023381495848298073,0.04468954727053642,0.6885569095611572,-0.036611706018447876,-0.19421739876270294,-0.04019412398338318,-0.27476370334625244,-0.1463637351989746,1.357533574104309,-0.07944709062576294,0.500813364982605,-0.24489028751850128,-0.2715951204299927,-0.27707889676094055,0.300087571144104,-0.2640497088432312,-0.08233478665351868,-0.2775125503540039,-0.2757909595966339,-0.2781655788421631,-0.12033481895923615,1.4271479845046997,-0.23976649343967438,-0.024143360555171967,0.13948360085487366,0.19375455379486084,-0.1771729439496994,-0.2640429735183716
2,806,444,818,456,0.6071640849113464,-0.2634093463420868,-0.08083431422710419,0.9254416227340698,-0.04191623628139496,-0.27817022800445557,-0.12245539575815201,-0.2746516168117523,-0.2701980471611023,-0.2358238250017166,0.5607328414916992,-0.24626252055168152,-0.08577921241521835,0.42742472887039185,-0.09090042114257812,-0.1444646716117859,-0.21835945546627045,-0.16533774137496948,-0.16963917016983032,-0.2642580568790436,-0.2700769901275635,0.014160164631903172,-0.077957384288311,-0.06457199901342392,0.01018512062728405,-0.1943904161453247,-0.24114291369915009,-0.2693297266960144,-0.06095626950263977,0.4249435365200043,-0.2623865008354187,-0.22870945930480957,0.18262965977191925,0.18680764734745026,-0.25026005506515503,-0.2672361433506012,-0.2692614197731018,0.0031911826226860285,-0.2756146490573883,-0.26705697178840637,-0.27078866958618164,-0.25089937448501587,-0.2708309292793274,-0.20667821168899536,0.8760114312171936,-0.22684788703918457,-0.2538476288318634,0.45239555835723877,0.14980898797512054,-0.18301300704479218,0.30386853218078613,-0.06834512203931808,0.08123800903558731,-0.17790251970291138,-0.17227832973003387,-0.14828553795814514,-0.24907508492469788,0.19199348986148834,0.1230183020234108,-0.19013667106628418,0.37896761298179626,1.1928550004959106,-0.1944715976715088,-0.2248663604259491,1.5829201936721802,-0.2563203275203705,-0.27558159828186035,0.04123477637767792,-0.06351176649332047,0.42929187417030334,1.8446290493011475,-0.268053263425827,-0.2034383863210678,-0.21278023719787598,0.0689057782292366,-0.27406710386276245,0.23643460869789124,-0.2780790328979492,-0.2772345542907715,-0.14751805365085602,0.025414008647203445,-0.2682952582836151,-0.2711418569087982,-0.27809473872184753,0.3033928871154785,0.06388425827026367,-0.25281673669815063,-0.1211065948009491,0.12629929184913635,-0.2669007480144501,-0.1739451289176941,0.05376298725605011,-0.09743385016918182,-0.2191786766052246,-0.2763388752937317,-0.23945920169353485,-0.2587515115737915,0.05081760510802269,-0.2783498466014862,0.5480384826660156,0.17643801867961884,1.1070417165756226,0.12183079123497009,0.548244833946228,-0.2764423191547394,0.4713766574859619,-0.1213289275765419,-0.19163593649864197,-0.20173896849155426,0.164632648229599,-0.2757168114185333,-0.2702907621860504,-0.27827221155166626,-0.05881602317094803,0.43034571409225464,-0.2694191038608551,0.2681758999824524,-0.2769182622432709,-0.27542242407798767,-0.0007885528611950576,-0.0387660413980484,0.4657849371433258,-0.24703939259052277,0.5094295740127563,-0.06320597976446152,0.05331505089998245,0.09549132734537125,-0.21241500973701477
3,659,503,673,517,-0.011416862718760967,-0.1876389980316162,0.02744387648999691,1.4275051355361938,-0.050507958978414536,0.0388689860701561,-0.08053740859031677,-0.2782752811908722,-0.15461058914661407,-0.27643951773643494,0.1558898687362671,-0.22345007956027985,-0.1598377525806427,5.220731258392334,-0.02115309238433838,-0.2624994218349457,-0.005253208801150322,-0.25948768854141235,-0.2165621519088745,-0.25993970036506653,-0.1606793850660324,2.766427755355835,-0.27035075426101685,-0.2478325515985489,-0.21674802899360657,-0.26628655195236206,-0.1879318505525589,-0.2666699290275574,0.3030235469341278,-0.2741197943687439,-0.22069881856441498,-0.24507148563861847,-0.27714231610298157,0.5181258916854858,-0.2714792788028717,-0.13332650065422058,0.6653138399124146,-0.1132919043302536,-0.21593999862670898,-0.2784375250339508,-0.2327355146408081,0.46120548248291016,-0.05183378979563713,0.6575028896331787,-0.238655224442482,-0.01316017284989357,-0.27576759457588196,0.9943820238113403,1.1912959814071655,-0.2635047733783722,0.3722137212753296,1.6936192512512207,-0.21856075525283813,-0.09350945800542831,0.061451591551303864,-0.25610363483428955,-0.2755518853664398,0.8443564176559448,1.079550862312317,-0.23162227869033813,-0.17863339185714722,0.12857145071029663,-0.22261923551559448,-0.21399405598640442,4.72307825088501,-0.1447335183620453,-0.13268738985061646,0.46062594652175903,-0.16990475356578827,-0.26051560044288635,1.7144882678985596,-0.2425847053527832,-0.2553684413433075,-0.22752241790294647,0.06577230244874954,-0.18069598078727722,0.7642930746078491,-0.2492133527994156,0.5793612003326416,-0.06276736408472061,1.0105769634246826,-0.2715923488140106,-0.2779924273490906,-0.2784622609615326,-0.2758294343948364,-0.07183980941772461,-0.17808687686920166,-0.24154816567897797,-0.2654804289340973,-0.27379295229911804,-0.27795907855033875,0.07314301282167435,-0.2671615779399872,0.4888159930706024,-0.23942819237709045,0.21941377222537994,-0.05010777711868286,-0.1263447254896164,0.1213558241724968,-0.19968469440937042,-0.19104039669036865,-0.1479419320821762,0.29318493604660034,-0.09174986928701401,-0.16602104902267456,1.3561184406280518,0.10426568239927292,-0.21199041604995728,-0.22582969069480896,-0.2221165895462036,-0.15791714191436768,-0.13540801405906677,-0.27089956402778625,0.010956015437841415,-0.26797595620155334,-0.26814088225364685,-0.22986778616905212,-0.2719615697860718,-0.13961218297481537,0.24551714956760406,0.23981675505638123,-0.17821930348873138,-0.12031357735395432,-0.13805758953094482,-0.06370241194963455,-0.23760636150836945,-0.07203423976898193,0.0006233851891011
4,766,464,778,475,0.3230133652687073,-0.26527222990989685,0.09327702224254608,0.8765184879302979,-0.04581316560506821,-0.27596092224121094,-0.22512240707874298,-0.27554893493652344,-0.2454657405614853,-0.2743099629878998,0.7148087620735168,-0.17129981517791748,0.6974108219146729,-0.012428960762917995,-0.19920681416988373,-0.20609010756015778,-0.25054341554641724,-0.14544229209423065,-0.2596812844276428,-0.22276201844215393,-0.23310545086860657,-0.18881146609783173,0.5218744874000549,-0.14414460957050323,0.12018926441669464,-0.14520511031150818,-0.19488011300563812,-0.2150910496711731,-0.11954844743013382,0.787760853767395,-0.005237572360783815,-0.13961416482925415,0.11147097498178482,0.044918037950992584,-0.27637913823127747,-0.2664642333984375,-0.26565980911254883,-0.012448861263692379,-0.27195385098457336,-0.2657735347747803,-0.25860920548439026,-0.26896846294403076,-0.2768407166004181,-0.22471745312213898,0.3978452980518341,-0.2738727927207947,-0.26919832825660706,0.46226581931114197,0.014695948921144009,0.0654093474149704,0.14708460867404938,-0.2381015121936798,0.15193729102611542,-0.25077491998672485,-0.20859220623970032,-0.09134858101606369,-0.24053412675857544,-0.11384042352437973,-0.1002350002527237,-0.2315160185098648,-0.1309274435043335,0.5622888803482056,-0.05027532950043678,-0.24039585888385773,-0.16327334940433502,-0.0995461568236351,0.02881702594459057,-0.11938687413930893,0.18107378482818604,0.7386810779571533,0.4219606816768646,-0.27782467007637024,-0.22938945889472961,-0.16338449716567993,-0.14179834723472595,-0.27841970324516296,0.5923223495483398,-0.277812123298645,-0.2768734395503998,-0.07499809563159943,-0.1304638385772705,-0.19832444190979004,-0.2288854569196701,-0.26936206221580505,-0.08249863237142563,0.08313901722431183,-0.27510446310043335,-0.07827204465866089,-0.0175149068236351,-0.26108914613723755,-0.1644534468650818,0.15908202528953552,0.15128113329410553,-0.23068630695343018,-0.27791523933410645,-0.2767692804336548,-0.22945092618465424,0.2110750675201416,-0.2338147610425949,0.4302516281604767,0.03468138724565506,0.16447985172271729,0.12346813082695007,0.33190420269966125,-0.27769771218299866,-0.2037488967180252,-0.1863422989845276,-0.130540132522583,0.17076648771762848,-0.14390191435813904,0.09786465018987656,-0.2586405277252197,-0.266818642616272,-0.1886114925146103,0.5876832604408264,-0.2778686285018921,0.8107301592826843,-0.27837538719177246,-0.26223504543304443,-0.24120567739009857,-0.09298884123563766,0.7095502614974976,-0.2766033113002777,0.31446579098701477,-0.16383494436740875,0.6632134318351746,-0.17143455147743225,-0.24241411685943604
5,774,244,788,257,-0.12607525289058685,-0.1235499307513237,0.11004899442195892,1.5473676919937134,-0.062371958047151566,0.5159741044044495,-0.22269217669963837,-0.2556520700454712,-0.19364552199840546,-0.27812865376472473,0.12693287432193756,-0.17237453162670135,-0.2466161549091339,4.243224143981934,-0.24241232872009277,-0.26901620626449585,-0.003568064421415329,-0.08627354353666306,-0.27415695786476135,0.22534947097301483,-0.17324377596378326,1.2752878665924072,-0.26317891478538513,-0.2584989070892334,1.7869640588760376,-0.20964375138282776,-0.17244409024715424,-0.25749343633651733,-0.2643161714076996,-0.27380356192588806,-0.18281075358390808,-0.05020242556929588,-0.24064671993255615,0.12305030971765518,-0.27254530787467957,-0.2759287655353546,0.7141987681388855,-0.09039203077554703,-0.22469644248485565,-0.14273300766944885,-0.20653395354747772,0.8311737775802612,1.449783205986023,-0.15945106744766235,-0.15590015053749084,-0.16419856250286102,-0.23330223560333252,0.9909822940826416,5.750044345855713,0.20313973724842072,0.13299967348575592,-0.0698966234922409,-0.26434165239334106,0.30015507340431213,-0.2166987955570221,-0.04085845872759819,-0.2489275485277176,0.9618029594421387,2.0157084465026855,-0.07678303867578506,-0.24190670251846313,-0.2781614065170288,0.34825825691223145,-0.19345682859420776,0.22332756221294403,-0.26232007145881653,-0.2402839958667755,-0.27818530797958374,-0.27065902948379517,-0.18406617641448975,-0.1191922053694725,-0.25766557455062866,-0.25689470767974854,-0.2784368693828583,0.1369432657957077,-0.10846211016178131,-0.24882157146930695,-0.15762336552143097,0.08713413029909134,-0.06295269727706909,1.4842537641525269,-0.2028278410434723,-0.27816587686538696,-0.2776887118816376,-0.25731608271598816,-0.02978597767651081,-0.10078062117099762,-0.23955318331718445,-0.26582109928131104,-0.2634914219379425,-0.1831234097480774,1.0129362344741821,-0.27774494886398315,0.9833459854125977,-0.21024644374847412,-0.12463782727718353,-0.04315480589866638,-0.07481876760721207,1.409887671470642,-0.23526771366596222,-0.20771737396717072,-0.15840376913547516,0.17015227675437927,-0.1374615579843521,-0.1673898994922638,1.7618449926376343,-0.2402683049440384,-0.21013523638248444,-0.2517985999584198,-0.21266348659992218,-0.17180922627449036,-0.2235831916332245,-0.2183077186346054,-0.18644247949123383,-0.25715044140815735,-0.27761566638946533,-0.27486246824264526,-0.06602249294519424,-0.18822890520095825,-0.003974725026637316,0.4183644652366638,0.26361769437789917,-0.139286071062088,-0.001437684753909707,-0.018778681755065918,-0.09412426501512527,-0.06278251856565475,-0.19959382712841034
6,354,268,371,283,1.0287528038024902,-0.2533011734485626,-0.06754186004400253,0.8952150344848633,-0.031014693900942802,-0.27511948347091675,-0.09898146986961365,-0.27759456634521484,-0.24967923760414124,-0.22837723791599274,0.5833388566970825,-0.25349676609039307,-0.06371507048606873,0.2686598598957062,-0.09889856725931168,-0.19848863780498505,-0.20935384929180145,-0.1907469928264618,-0.17915895581245422,-0.2715966999530792,-0.26777446269989014,0.1296316534280777,-0.053903620690107346,-0.04142279550433159,-0.06760762631893158,-0.10498879104852676,-0.21825510263442993,-0.2644076645374298,0.2107221931219101,0.5998216271400452,-0.2756379544734955,-0.2571590542793274,0.2791733741760254,0.16970138251781464,-0.24420170485973358,-0.2778933048248291,-0.2715132236480713,0.03740334138274193,-0.2783314883708954,-0.2681601941585541,-0.2741369903087616,-0.2540196478366852,-0.24775579571723938,-0.11925967037677765,1.0843323469161987,-0.25359922647476196,-0.2597932517528534,0.5419726371765137,0.06346538662910461,-0.1696980595588684,0.2622002959251404,0.2102981060743332,0.025510070845484734,-0.132957324385643,-0.12368679791688919,-0.13456101715564728,-0.26458850502967834,0.2661992013454437,0.0026393989101052284,-0.2128085494041443,0.3706375062465668,1.0059139728546143,-0.1434992104768753,-0.2636270523071289,1.871761679649353,-0.24420562386512756,-0.26149898767471313,0.04067037254571915,-0.04123250022530556,0.6036999821662903,2.016472339630127,-0.2691202759742737,-0.2270965725183487,-0.15210919082164764,0.09198728948831558,-0.26844918727874756,0.40920212864875793,-0.2781493663787842,-0.27035656571388245,-0.1521681696176529,0.023578569293022156,-0.24382348358631134,-0.2629581093788147,-0.2770073115825653,0.2642306983470917,-0.09432768076658249,-0.2780701518058777,-0.12765443325042725,0.06783758103847504,-0.2711045742034912,-0.14297503232955933,0.00707585271447897,-0.08463616669178009,-0.2235591560602188,-0.27790307998657227,-0.22166889905929565,-0.2571262717247009,0.2592344880104065,-0.26851773262023926,0.5626777410507202,0.22668235003948212,1.1116524934768677,0.14217673242092133,0.574852466583252,-0.2776487469673157,0.13509365916252136,-0.11570858210325241,-0.19402842223644257,-0.2250940352678299,-0.04527037963271141,-0.25910788774490356,-0.2691071629524231,-0.276223748922348,0.032760947942733765,0.5037813782691956,-0.2717489004135132,-0.07497822493314743,-0.2717454433441162,-0.2741827368736267,0.006696414202451706,-0.05123129114508629,0.5043449401855469,-0.2570987343788147,0.6678017973899841,-0.041300948709249496,0.1051892340183258,0.4208777844905853,-0.2085280567407608
7,482,686,495,699,0.15601062774658203,-0.26143333315849304,2.544294834136963,0.7420030236244202,-0.02088961936533451,-0.2680717408657074,-0.2715294361114502,-0.26808449625968933,-0.27113962173461914,-0.21411672234535217,2.62736177444458,-0.22656111419200897,-0.1330348551273346,-0.207180455327034,-0.2512308657169342,-0.2754945158958435,-0.20338566601276398,-0.10853438824415207,-0.21659600734710693,-0.12629149854183197,-0.24305857717990875,0.20202411711215973,0.5562916398048401,-0.20305171608924866,-0.11004704236984253,-0.12766990065574646,-0.2394808977842331,-0.27675795555114746,0.845374584197998,-0.23051126301288605,-0.2382659763097763,-0.032343003898859024,0.5833335518836975,0.17477154731750488,-0.2681337594985962,-0.2684198319911957,-0.2750420868396759,1.4036318063735962,-0.219670370221138,-0.26073163747787476,-0.17079193890094757,-0.24712149798870087,0.08481806516647339,0.9551860094070435,0.7600846886634827,-0.2690061628818512,-0.20418934524059296,4.0363688468933105,-0.025647588074207306,-0.10313700139522552,-0.2735927999019623,0.03447003662586212,-0.20326462388038635,0.06783782690763474,-0.23275814950466156,-0.04547250643372536,-0.2781910002231598,-0.11024905741214752,-0.2748506963253021,-0.12088180333375931,0.21834570169448853,-0.11038899421691895,0.3963205814361572,-0.25096574425697327,-0.17010650038719177,-0.24244476854801178,-0.27612394094467163,-0.20627355575561523,2.0087523460388184,0.8841019868850708,1.6583982706069946,0.8970423936843872,-0.23648400604724884,1.4871857166290283,-0.2775826156139374,-0.2358362227678299,1.05673086643219,-0.2454540729522705,1.1660550832748413,-0.20597673952579498,-0.22030751407146454,-0.26434165239334106,-0.2620905041694641,-0.21838849782943726,-0.1053810864686966,-0.07960148900747299,-0.19817562401294708,-0.03609060123562813,0.6934431791305542,-0.2418399304151535,-0.14455823600292206,-0.27212846279144287,0.12907156348228455,-0.2419506311416626,0.11002318561077118,-0.262737900018692,-0.27672064304351807,1.895439863204956,-0.277202308177948,0.4171021580696106,0.5555819272994995,-0.2618739604949951,2.83054256439209,0.516862690448761,-0.25955235958099365,-0.27589714527130127,-0.21486181020736694,-0.1508481651544571,1.1721503734588623,-0.26063305139541626,0.2716347277164459,-0.2762945890426636,-0.272903710603714,-0.0007226304733194411,0.2558709681034088,-0.2582797408103943,-0.22278329730033875,-0.1915714591741562,-0.27287641167640686,-0.2734358310699463,-0.16211961209774017,2.1372907161712646,-0.12243165075778961,-0.13302122056484222,-0.14487262070178986,-0.242290660738945,0.24370333552360535,-0.2773303985595703
8,523,316,538,331,0.45517706871032715,-0.27069947123527527,0.16938316822052002,0.9586202502250671,-0.06601879745721817,-0.2784624397754669,-0.2380264848470688,-0.18816611170768738,-0.26260241866111755,-0.25417324900627136,0.6891955137252808,-0.20843634009361267,0.4890996217727661,0.04433459788560867,-0.18298624455928802,-0.11172743141651154,-0.2779458165168762,-0.1874305009841919,-0.21562746167182922,-0.2766921818256378,-0.22236306965351105,0.00619522063061595,0.34529751539230347,-0.1495627909898758,0.11091085523366928,-0.21109193563461304,-0.20358508825302124,-0.2739531397819519,0.0023679586593061686,0.4901808202266693,-0.09380089491605759,-0.2194383144378662,0.10464435815811157,0.13584689795970917,-0.2553431987762451,-0.2709197402000427,-0.25064435601234436,0.11023560911417007,-0.2784562408924103,-0.20090313255786896,-0.27626943588256836,-0.21704161167144775,-0.27686262130737305,-0.1515190303325653,0.3066960871219635,-0.2462625801563263,-0.2598927617073059,0.5274656414985657,-0.023265723139047623,-0.1274595856666565,0.16218078136444092,-0.24078728258609772,0.12069486826658249,-0.18649813532829285,-0.08831793069839478,-0.1341165006160736,-0.27654406428337097,-0.04953816533088684,-0.04540208354592323,-0.27484235167503357,-0.12835687398910522,0.8307821750640869,-0.11325176060199738,-0.2720126211643219,0.0030943844467401505,-0.20317970216274261,-0.2646426260471344,0.15585502982139587,0.023231113329529762,0.43713441491127014,0.7527855634689331,-0.26258230209350586,-0.22817695140838623,-0.10677048563957214,-0.022494295611977577,-0.2688792645931244,0.19255070388317108,-0.27430734038352966,-0.2650231719017029,-0.1773070991039276,0.052362460643053055,-0.2746089696884155,-0.2757614254951477,-0.2757852375507355,-0.20327411592006683,-0.03461737185716629,-0.2054697573184967,-0.1486692875623703,0.20415621995925903,-0.22005313634872437,-0.21932357549667358,0.0528142936527729,0.2811988294124603,-0.24857960641384125,-0.27246710658073425,-0.2672836482524872,-0.23640021681785583,0.6618245244026184,-0.23227514326572418,0.261231929063797,0.04332347959280014,0.5735082030296326,0.20751923322677612,0.3647001087665558,-0.2698328197002411,0.11609024554491043,-0.04144759848713875,-0.19969356060028076,-0.01912422478199005,-0.012206608429551125,-0.18844686448574066,-0.27480649948120117,-0.26627764105796814,-0.16787607967853546,0.42204031348228455,-0.2574913501739502,0.19061504304409027,-0.2772696316242218,-0.2755908966064453,-0.0890984758734703,-0.11474209278821945,0.7279449105262756,-0.2768680453300476,0.09155948460102081,-0.0694296807050705,0.016409743577241898,-0.12128063291311264,-0.20169855654239655
9,366,420,380,433,1.2234745025634766,-0.2655268907546997,0.1514757126569748,0.8752149939537048,-0.02512977458536625,-0.27319127321243286,-0.24641072750091553,-0.2741531431674957,-0.25270721316337585,-0.277290016412735,0.775027334690094,-0.214406818151474,-0.10240793228149414,1.1058886051177979,-0.2730185091495514,-0.22078512609004974,-0.22287927567958832,-0.13118118047714233,-0.2021077573299408,-0.12923184037208557,-0.19324937462806702,-0.24326832592487335,0.1861170083284378,-0.27603188157081604,-0.023147767409682274,-0.22447583079338074,-0.26772093772888184,-0.1678459197282791,0.382869154214859,0.6440635323524475,-0.2043854147195816,-0.05622429773211479,0.3714369535446167,0.4328884780406952,-0.2762730121612549,-0.2711520493030548,-0.24025768041610718,1.1643261909484863,-0.27220073342323303,-0.12926118075847626,-0.24084866046905518,-0.2725886106491089,-0.16133657097816467,-0.11329692602157593,-0.06878726184368134,-0.0336180180311203,-0.2623504400253296,0.5987178087234497,-0.06365504860877991,0.10914912819862366,0.19069905579090118,-0.27768710255622864,0.5215221643447876,-0.09915854781866074,-0.06710727512836456,-0.0920252650976181,-0.2133031189441681,-0.20011796057224274,-0.18609939515590668,-0.26936689019203186,-0.27810439467430115,1.735141634941101,-0.269144743680954,-0.27843254804611206,2.1619720458984375,-0.1515953242778778,-0.26857489347457886,0.25611722469329834,-0.21327343583106995,0.3033333420753479,1.2089604139328003,-0.2661589980125427,-0.2782706022262573,-0.25144055485725403,-0.23019976913928986,-0.27817320823669434,1.2800571918487549,-0.2782154381275177,-0.2682674825191498,-0.029516682028770447,-0.23284029960632324,-0.1641731560230255,-0.24374687671661377,-0.27723583579063416,-0.03305398300290108,-0.23947720229625702,-0.23266951739788055,-0.025821350514888763,0.83585125207901,-0.1982717663049698,-0.12821298837661743,0.055253058671951294,-0.0845741331577301,-0.24889053404331207,-0.2782115936279297,-0.27712777256965637,-0.25389450788497925,-0.1663893163204193,-0.27611735463142395,0.44970911741256714,0.1549714356660843,1.599850058555603,0.5395631790161133,0.8789699077606201,-0.19940008223056793,-0.018489954993128777,-0.23309238255023956,-0.07294804602861404,-0.13589569926261902,-0.24913403391838074,-0.2767227590084076,-0.21400980651378632,-0.2674563229084015,-0.07367612421512604,0.5404748320579529,-0.2592533826828003,0.6385048627853394,-0.2763749659061432,-0.249454528093338,0.08791884034872055,-0.05426236242055893,0.466704785823822,-0.18181753158569336,0.5799677968025208,-0.17248837649822235,1.1899033784866333,0.6745749711990356,-0.23285476863384247
